"","api","chci","alternative","charter","lausd","lacounty","english","black","asian","latino","white","elep","highp","poverty"
"3055",839,155.3,0,0,1,1,4,64,2,20,12,100,0,68
"3056",737.5,90,0,0,1,1,53,1,0,99,0,82,0,100
"3057",742,103,0,0,1,1,47,8,0,91,0,100,0,99
"3058",758,108.5,0,0,1,1,34,0,0,100,0,83,0,100
"3059",773,110.3,0,0,1,1,38,20,0,80,0,89,0,100
"3060",701.5,117.4,0,0,1,1,14,59,0,38,1,100,0,100
"3061",917,193.4,0,0,1,1,5,9,17,20,52,100,0,16
"3062",794.5,113.2,0,0,1,1,29,1,0,99,0,83,0,100
"3063",931.5,205.4,0,0,1,1,1,6,6,10,76,100,0,11
"3064",797,115.3,0,0,1,1,37,12,1,87,0,100,0,83
"3065",843.5,134.8,0,0,1,1,16,6,8,56,18,100,0,72
"3066",774.5,120.9,0,0,1,1,22,5,3,83,0,80,0,83
"3067",723.5,111.2,0,0,1,1,42,18,0,82,0,80,0,100
"3068",883,160.5,0,0,1,1,13,6,17,46,26,100,0,69
"3069",775.5,127.8,0,0,1,1,32,6,7,80,6,100,0,73
"3070",768,102.7,0,0,1,1,41,19,0,80,0,100,0,85
"3071",744,115.3,0,0,1,1,44,7,2,83,3,100,0,77
"3072",728,123.4,0,0,1,1,30,1,2,88,6,84,0,78
"3073",778,103.6,0,0,1,1,32,0,0,100,0,79,0,86
"3074",785.5,112.4,0,0,1,1,49,1,0,99,0,100,0,88
"3075",692,108.6,0,0,1,1,42,1,0,99,0,80,0,89
"3076",830,157.6,0,0,1,1,23,3,5,38,53,100,0,68
"3077",796,113,0,0,1,1,49,2,1,96,1,100,0,100
"3078",750,109.6,0,0,1,1,36,1,1,96,1,84,0,100
"3079",796.5,117.2,0,0,1,1,25,1,0,98,1,100,0,100
"3080",886.5,163.5,0,0,1,1,11,1,7,16,74,100,0,55
"3081",908,184.9,0,0,1,1,1,8,9,41,35,89,0,19
"3082",839,133.4,0,0,1,1,17,1,3,92,2,100,0,100
"3083",731,104.5,0,0,1,1,25,1,0,98,1,80,0,99
"3084",805.5,113.5,0,0,1,1,47,5,2,90,1,100,0,87
"3085",887.5,168.4,0,1,1,1,17,9,3,13,73,100,0,43
"3086",804,129.1,0,0,1,1,28,6,3,81,6,100,0,100
"3087",760,99.7,0,0,1,1,44,4,0,95,1,100,0,89
"3088",852.5,124.1,0,0,1,1,35,2,2,84,8,100,0,81
"3089",758.5,114.4,0,0,1,1,33,32,0,68,0,100,0,100
"3090",791.5,113.2,0,0,1,1,33,25,0,75,0,87,0,100
"3091",812.5,102.7,0,0,1,1,38,8,1,91,0,79,0,100
"3092",721.5,108.6,0,0,1,1,30,32,0,68,0,100,0,88
"3093",816,107.8,0,0,1,1,29,23,0,76,1,84,0,100
"3094",712.5,102,0,0,1,1,38,23,0,77,0,88,0,100
"3095",809.5,109.4,0,0,1,1,39,2,3,91,1,100,0,80
"3096",808,140.4,0,0,1,1,29,15,3,70,11,100,0,80
"3097",737,109.6,0,0,1,1,35,22,0,78,0,100,0,100
"3098",777,115.7,0,0,1,1,28,21,2,71,2,100,0,100
"3099",729,107.4,0,0,1,1,39,3,0,97,0,100,0,85
"3100",788,114.5,0,0,1,1,44,0,1,97,1,100,0,80
"3101",787.5,106.4,0,0,1,1,35,17,1,80,0,100,0,100
"3102",841.5,129.2,0,0,1,1,18,13,7,71,3,100,0,100
"3103",690,108.3,0,0,1,1,37,27,0,72,0,100,0,100
"3104",908.5,149.1,0,0,1,1,8,18,16,55,7,83,0,60
"3105",736.5,125.2,0,0,1,1,29,30,2,64,1,100,0,100
"3106",711.5,106.9,0,0,1,1,41,21,0,79,0,100,0,100
"3107",628.5,102.1,0,0,1,1,35,28,0,72,0,100,0,100
"3108",684.5,103.8,0,0,1,1,41,26,0,74,0,100,0,82
"3109",763.5,118.8,0,0,1,1,24,31,0,69,0,100,0,100
"3110",756.5,112.5,0,0,1,1,35,14,0,84,1,100,0,100
"3111",656,105.6,0,0,1,1,31,31,0,68,0,100,0,100
"3112",829.5,109.1,0,0,1,1,26,19,0,81,0,100,0,100
"3113",799.5,110.4,0,0,1,1,29,1,1,93,3,100,0,100
"3114",952,205.9,0,0,1,1,0,6,21,7,63,100,0,9
"3115",813.5,121.5,0,0,1,1,31,4,2,90,3,100,0,84
"3116",949.5,201.4,0,1,1,1,3,1,10,12,75,100,0,7
"3117",790,107.3,0,0,1,1,44,2,0,97,1,100,0,100
"3118",821.5,140.1,0,0,1,1,32,16,12,61,7,100,0,76
"3119",788,113.6,0,0,1,1,26,1,0,99,0,81,0,100
"3120",951.5,165,0,0,1,1,8,11,12,53,15,100,0,54
"3121",746,97.9,0,0,1,1,36,6,0,94,0,79,0,99
"3122",801.5,117.6,0,0,1,1,29,1,2,91,2,100,0,100
"3123",873.5,156.8,0,0,1,1,7,40,8,30,21,100,0,48
"3124",790,118.3,0,0,1,1,31,1,0,79,17,100,0,88
"3125",785.5,130.1,0,1,1,1,23,1,3,56,33,100,0,72
"3126",897,150,0,0,1,1,17,12,8,59,17,100,0,68
"3127",829.5,114.4,0,0,1,1,54,2,3,84,3,83,0,100
"3128",851.5,147.5,0,0,1,1,2,9,2,53,28,100,0,56
"3129",885,183.9,0,1,1,1,3,5,11,15,64,100,0,15
"3130",805,139.1,0,0,1,1,11,18,5,57,11,89,0,69
"3131",784.5,132.5,0,0,1,1,7,74,1,24,0,100,0,80
"3132",824.5,114.7,0,0,1,1,30,5,1,91,0,100,0,100
"3133",781,117.6,0,0,1,1,47,3,1,82,7,85,0,100
"3134",808.5,125.9,0,0,1,1,31,3,1,78,9,100,0,82
"3135",709.5,109.3,0,0,1,1,21,41,0,57,1,100,0,76
"3136",824,116.7,0,0,1,1,32,1,8,84,3,100,0,100
"3137",845,144,1,0,1,1,53,10,6,60,18,12,19,52
"3138",785.5,137.3,0,0,1,1,23,12,5,73,10,83,0,61
"3139",775.5,113.6,0,0,1,1,27,1,1,95,2,84,0,100
"3140",901,163.1,0,0,1,1,3,19,8,35,32,100,0,51
"3141",757.5,108.6,0,0,1,1,33,17,0,82,1,100,0,100
"3142",865.5,170.8,0,1,1,1,13,10,7,25,55,100,0,32
"3143",825,130.2,0,0,1,1,9,1,1,98,0,83,0,100
"3144",841.5,137.6,0,0,1,1,14,2,6,71,8,79,0,72
"3145",783,111.5,0,0,1,1,37,1,0,96,2,100,0,100
"3146",965.5,200.7,0,0,1,1,1,3,7,2,87,100,0,4
"3147",760.5,120.2,0,0,1,1,32,2,5,81,2,100,0,100
"3148",834.5,156.3,0,0,1,1,17,25,6,41,25,92,0,44
"3149",798,100,0,0,1,1,26,1,0,99,0,100,0,91
"3150",754.5,106.1,0,0,1,1,37,11,0,89,0,79,0,100
"3151",773.5,108.5,0,0,1,1,41,0,0,99,1,100,0,88
"3152",760.5,118.8,0,0,1,1,26,0,0,99,0,100,0,80
"3153",823,146.2,0,0,1,1,19,4,8,77,8,100,0,77
"3154",768,119.1,0,0,1,1,20,1,4,85,2,75,0,80
"3155",813,96.7,0,0,1,1,37,0,0,100,0,100,0,100
"3156",734,115.7,0,0,1,1,25,31,0,67,0,100,0,99
"3157",776,112.4,0,0,1,1,47,1,3,92,4,91,0,99
"3158",800.5,140,0,0,1,1,33,1,4,45,44,100,0,100
"3159",742.5,112.4,0,0,1,1,39,3,0,97,0,74,0,100
"3160",790,124.9,0,0,1,1,38,4,3,85,7,77,0,99
"3161",889.5,178.2,0,1,1,1,8,10,13,18,55,100,0,29
"3162",877.5,150.5,0,0,1,1,5,4,2,60,28,100,0,53
"3163",761.5,93.9,0,0,1,1,32,14,0,86,0,86,0,82
"3164",848,126.4,0,0,1,1,8,71,0,29,0,100,0,83
"3165",796,113.6,0,0,1,1,23,1,1,97,1,100,0,100
"3166",756,111.2,0,0,1,1,43,8,1,88,2,100,0,100
"3167",745,105.2,0,0,1,1,37,2,0,98,0,81,0,100
"3168",874.5,177.8,0,1,1,1,7,13,8,20,56,100,0,24
"3169",834,123.1,0,0,1,1,19,2,5,84,7,100,0,79
"3170",836,136.5,0,0,1,1,11,8,4,63,21,85,0,61
"3171",728.5,125.4,0,0,1,1,19,0,2,96,1,83,0,100
"3172",852.5,119.4,0,0,1,1,15,2,3,91,2,85,0,100
"3173",687.5,115.7,0,0,1,1,39,22,1,76,1,100,0,100
"3174",728,98.8,0,0,1,1,34,18,0,82,0,82,0,86
"3175",770.5,105.6,0,0,1,1,36,16,0,82,1,90,0,100
"3176",757,104.5,0,0,1,1,44,10,0,90,0,80,0,100
"3177",922.5,148.2,0,0,1,1,14,2,54,40,2,84,0,70
"3178",770.5,102.2,0,0,1,1,34,0,0,100,0,83,0,100
"3179",741,101.3,0,0,1,1,38,16,0,84,0,80,0,76
"3180",895,158.4,0,0,1,1,1,6,6,44,34,100,0,44
"3181",843.5,128.9,0,0,1,1,31,4,1,78,14,100,0,81
"3182",768,112.1,0,0,1,1,35,0,0,100,0,100,0,87
"3183",734,115.2,0,0,1,1,36,0,0,100,0,100,0,87
"3184",822.5,144,0,0,1,1,21,4,3,75,17,100,0,76
"3185",798,104.5,0,0,1,1,34,5,0,93,2,100,0,100
"3186",799.5,116.1,0,0,1,1,24,1,2,84,8,100,0,99
"3187",851.5,146,0,0,1,1,12,3,7,42,41,100,0,62
"3188",818,108.2,0,0,1,1,38,3,5,89,2,100,0,100
"3189",919.5,160.7,0,1,1,1,10,4,16,40,31,100,0,43
"3190",788,106.8,0,0,1,1,27,0,1,98,1,100,0,92
"3191",720.5,108.7,0,0,1,1,47,2,1,94,2,100,0,100
"3192",917.5,160,0,0,1,1,3,8,7,50,30,100,0,39
"3193",793,136.6,0,0,1,1,32,17,4,47,26,100,0,68
"3194",727,109.8,0,0,1,1,41,2,0,98,0,100,0,85
"3195",776.5,98.7,0,0,1,1,55,2,0,98,0,100,0,88
"3196",946.5,186.8,0,0,1,1,19,6,57,8,26,100,0,16
"3197",810,127.2,0,0,1,1,9,17,5,71,5,35,26,85
"3198",746,115.2,0,0,1,1,24,28,1,70,0,100,0,78
"3199",793,113.3,0,0,1,1,27,21,0,79,0,100,0,100
"3200",796,132.3,0,0,1,1,13,2,5,76,3,81,0,99
"3201",839,138.5,0,0,1,1,15,8,2,74,14,100,0,88
"3202",945,183.6,0,1,1,1,2,1,5,7,84,100,0,6
"3203",907.5,178.5,0,1,1,1,7,8,18,36,29,100,0,35
"3204",821.5,123.6,0,0,1,1,14,16,4,71,4,100,0,77
"3205",752,106.4,0,0,1,1,45,3,0,97,0,100,0,100
"3206",852,151.2,0,0,1,1,15,5,6,66,14,100,0,72
"3207",802,122.4,0,0,1,1,26,1,0,98,1,100,0,100
"3208",762.5,110.4,0,0,1,1,34,5,0,95,0,100,0,100
"3209",723.5,98.5,0,0,1,1,49,1,0,98,0,100,0,100
"3210",663.5,110.7,0,0,1,1,37,16,1,82,1,100,0,100
"3211",875,146.3,0,0,1,1,10,7,1,54,1,100,0,63
"3212",762,99.5,0,0,1,1,42,2,1,95,0,100,0,100
"3213",749.5,113.4,0,0,1,1,31,1,3,94,0,50,0,99
"3214",764.5,114.7,0,0,1,1,31,5,3,87,2,100,0,84
"3215",828.5,169.6,0,0,1,1,4,4,1,39,52,89,0,37
"3216",792,132.1,0,0,1,1,17,7,4,73,6,89,0,71
"3217",933,185.2,0,0,1,1,2,5,9,37,43,100,0,24
"3218",849.5,133.6,0,0,1,1,24,4,7,73,4,100,0,99
"3219",739,109.7,0,0,1,1,50,2,1,93,3,100,0,100
"3220",844,142.8,0,0,1,1,29,5,9,67,16,100,0,82
"3221",806,104.6,0,1,1,1,18,2,0,98,0,48,24,97
"3222",884.5,128.7,0,0,1,1,17,1,7,82,6,100,0,99
"3223",799,121.1,0,0,1,1,34,9,0,89,2,100,0,100
"3224",814.5,103.6,0,0,1,1,30,1,0,98,1,84,0,100
"3225",796,110.2,0,0,1,1,32,1,0,98,0,100,0,78
"3226",780,108.9,0,0,1,1,31,3,2,91,4,100,0,88
"3227",748,104.5,0,0,1,1,38,1,1,95,1,79,0,100
"3228",761.5,112.6,0,0,1,1,31,1,1,90,6,100,0,100
"3229",922.5,159.7,0,0,1,1,4,2,7,56,26,100,0,62
"3230",738,119.2,0,0,1,1,25,38,1,61,0,100,0,63
"3231",719.5,99.9,0,0,1,1,56,3,0,97,0,100,0,100
"3232",810,158.5,0,0,1,1,10,14,7,37,42,100,0,49
"3233",959.5,209.6,0,0,1,1,2,2,13,4,80,100,0,5
"3234",675.5,104.7,0,0,1,1,47,12,0,88,0,100,0,100
"3235",962.5,190.6,0,1,1,1,2,5,35,13,43,100,0,15
"3236",718.5,109.3,0,0,1,1,35,27,0,71,0,100,0,83
"3237",929,180,0,0,1,1,10,11,11,20,54,91,0,21
"3238",739.5,102.3,0,0,1,1,40,8,0,91,0,100,0,87
"3239",761.5,112.3,0,0,1,1,32,26,0,74,0,100,0,89
"3240",841,121.9,0,0,1,1,28,18,0,74,8,100,0,100
"3241",832.5,152.7,0,0,1,1,6,45,6,34,12,100,0,62
"3242",943,209.5,0,1,1,1,6,4,16,10,68,100,0,6
"3243",884,168.4,0,0,1,1,2,8,4,31,53,91,0,17
"3244",921.5,193.7,0,1,1,1,7,5,5,9,80,100,0,13
"3245",816,115.2,0,0,1,1,30,1,1,97,1,100,0,85
"3246",794,127,0,0,1,1,25,34,3,56,1,100,0,86
"3247",820,143.6,0,0,1,1,42,5,42,51,1,100,0,74
"3248",788.5,132.9,0,0,1,1,2,89,1,9,0,100,0,76
"3249",812,121.8,0,0,1,1,38,2,11,79,5,100,0,100
"3250",976,199.5,0,0,1,1,5,2,30,3,63,100,0,10
"3251",636,114.3,0,0,1,1,35,39,0,60,1,100,0,100
"3252",879.5,170.7,0,1,1,1,7,6,12,19,59,100,0,21
"3253",964,183.1,0,1,1,1,2,6,9,12,70,100,0,9
"3254",772,120.7,0,0,1,1,41,0,1,98,1,100,0,76
"3255",805.5,120.1,0,0,1,1,20,1,1,90,2,86,0,85
"3256",733.5,99.8,0,0,1,1,23,2,0,98,0,0,0,100
"3257",764,116.8,0,0,1,1,14,6,3,82,7,0,0,100
"3258",725,101.8,0,0,1,1,20,1,0,99,0,0,0,100
"3259",789,114.9,0,0,1,1,12,2,2,91,1,0,0,100
"3260",746,113.2,0,0,1,1,18,1,2,92,2,0,0,100
"3261",733,132.7,0,0,1,1,7,22,2,50,2,0,0,76
"3262",630.5,97.9,0,0,1,1,31,7,0,93,0,0,0,100
"3263",734.5,107.4,0,0,1,1,17,1,0,99,0,0,0,100
"3264",719.5,115.6,0,0,1,1,23,4,5,80,8,0,0,100
"3265",743,122.8,0,0,1,1,8,10,1,73,13,0,0,71
"3266",614,99,0,0,1,1,24,18,0,82,0,0,0,100
"3267",746.5,142.7,0,0,1,1,12,17,5,55,20,0,0,56
"3268",767,121.3,0,0,1,1,9,15,2,70,6,0,0,71
"3269",652.5,109.2,0,0,1,1,26,3,2,90,2,0,38,73
"3270",588.5,103.2,0,0,1,1,22,36,0,64,0,0,0,86
"3271",729.5,110.6,0,0,1,1,15,1,0,98,1,0,0,85
"3272",645,105,0,0,1,1,20,28,0,72,0,0,0,78
"3273",679,104.2,0,0,1,1,18,1,0,98,1,0,0,80
"3274",857,136.7,0,0,1,1,7,5,6,66,17,0,0,65
"3275",713,114.6,0,0,1,1,15,3,5,83,1,0,0,100
"3276",824,135.2,0,0,1,1,9,2,14,59,18,0,0,100
"3277",815,143.5,0,0,1,1,10,8,17,52,17,0,0,60
"3278",706.5,99,0,0,1,1,25,5,0,95,0,0,0,100
"3279",585.5,114.4,0,0,1,1,16,56,0,44,0,0,0,100
"3280",736.5,126.7,0,0,1,1,11,34,1,57,6,0,0,100
"3281",716.5,115.9,0,0,1,1,14,17,1,73,7,0,0,73
"3282",685,97.9,0,0,1,1,23,14,0,86,0,0,0,100
"3283",883.5,162.5,0,1,1,1,4,10,5,34,48,0,0,41
"3284",793.5,134.5,0,0,1,1,10,3,3,55,33,0,0,67
"3285",665.5,104.5,0,0,1,1,25,18,0,81,1,0,0,70
"3286",714.5,115.5,0,0,1,1,19,5,2,87,5,0,0,80
"3287",753.5,109.2,0,0,1,1,26,2,27,70,0,0,0,100
"3288",756.5,112,0,0,1,1,20,5,5,83,5,0,0,100
"3289",730,106.7,0,0,1,1,19,1,1,94,2,0,0,100
"3290",880,158.2,0,0,1,1,5,27,11,41,18,0,0,55
"3291",821.5,139,0,0,1,1,7,3,9,75,8,0,0,66
"3292",903.5,176.7,0,1,1,1,3,14,10,24,50,0,0,27
"3293",870.5,147.5,0,0,1,1,3,6,6,58,25,0,0,55
"3294",703.5,104,0,0,1,1,25,2,0,96,2,0,0,100
"3295",741,113.5,0,0,1,1,25,3,3,85,3,0,0,100
"3296",723,114.5,0,0,1,1,16,0,0,99,1,0,0,85
"3297",687.5,103.6,0,0,1,1,22,0,0,100,0,0,0,100
"3298",749.5,115.8,0,0,1,1,18,5,6,83,4,0,0,100
"3299",746.5,120.6,0,0,1,1,20,5,3,80,9,0,0,64
"3300",739.5,111.7,0,0,1,1,26,1,4,85,1,0,0,82
"3301",718.5,124,0,0,1,1,15,24,1,63,9,0,0,81
"3302",757.5,131.5,0,0,1,1,9,10,2,64,3,0,0,65
"3303",768.5,110.1,0,0,1,1,15,1,0,95,2,0,0,76
"3304",756,154.8,0,0,1,1,3,63,3,23,9,0,0,59
"3305",709.5,111.6,1,0,1,1,71,3,0,80,11,35,32,74
"3306",839.5,131.6,1,0,1,1,57,8,9,74,7,63,0,100
"3307",833.5,114.9,1,0,1,1,63,24,1,73,2,32,39,94
"3308",774.5,134.4,1,0,1,1,33,16,5,52,16,30,30,67
"3309",760.5,143.6,1,0,1,1,37,29,7,48,16,36,28,49
"3310",536.5,111.6,1,0,1,1,45,27,1,69,2,55,27,79
"3311",836.5,113.2,1,0,1,1,66,2,4,88,2,32,37,95
"3312",766.5,126.7,1,0,1,1,65,5,8,71,11,100,0,68
"3313",798,117,1,0,1,1,69,16,3,76,2,71,1,54
"3314",712.5,121.6,0,0,1,1,12,63,1,36,0,0,0,100
"3315",744,101.2,0,0,1,1,29,2,5,92,0,0,0,100
"3316",874,146.7,0,0,1,1,10,12,29,48,6,0,0,67
"3317",854,140.6,0,0,1,1,4,11,4,63,15,0,0,58
"3318",709.5,100.8,0,0,1,1,24,3,0,97,0,0,0,100
"3319",714.5,108.1,0,0,1,1,16,18,0,82,0,5,31,100
"3320",692,105.4,0,0,1,1,19,1,0,99,0,0,0,90
"3321",858.5,164.9,0,1,1,1,3,9,9,26,53,0,0,24
"3322",812.5,141.1,0,0,1,1,8,8,7,62,16,0,0,69
"3323",750,115.5,0,0,1,1,22,3,2,81,10,0,0,100
"3324",740.5,120.8,0,0,1,1,19,4,3,70,20,0,0,100
"3325",630,103,0,0,1,1,25,26,0,74,0,0,0,100
"3326",664,107,0,0,1,1,26,22,0,78,0,0,0,80
"3327",905.5,165.3,0,1,1,1,2,6,16,38,32,0,0,39
"3328",736,110.1,0,0,1,1,18,2,1,95,2,0,0,90
"3329",793.5,139.7,0,0,1,1,11,13,5,52,25,0,0,59
"3330",722,120.1,0,0,1,1,13,26,4,65,1,0,0,73
"3331",865,161,0,0,1,1,7,7,10,35,45,0,0,53
"3332",670,108.9,0,0,1,1,27,1,1,95,2,0,0,83
"3333",847.5,153.5,0,0,1,1,8,10,11,47,30,0,0,53
"3334",708.5,97.7,0,0,1,1,38,18,0,82,0,80,0,76
"3335",772,113.6,0,0,1,1,27,20,0,77,2,100,0,100
"3336",705.5,131.4,0,0,1,1,5,56,1,42,1,0,0,75
"3337",729,118.5,0,0,1,1,14,0,5,92,1,0,0,100
"3338",576,136.5,1,0,1,1,19,13,5,51,28,29,35,51
"3339",945.5,191.2,0,1,1,1,4,6,29,15,44,100,0,11
"3340",730,117.3,0,0,1,1,35,0,0,99,0,81,0,100
"3341",802.5,117,0,0,1,1,38,0,0,100,0,100,0,88
"3342",962,195.1,0,1,1,1,2,19,30,12,37,100,0,27
"3343",915,198.8,0,1,1,1,3,27,20,14,37,100,0,16
"3344",982.5,196.8,0,0,1,1,0,3,35,20,36,100,0,22
"3345",710.5,107,0,0,1,1,39,1,0,99,0,84,0,100
"3346",749.5,99,0,0,1,1,22,7,1,92,0,0,0,100
"3347",757.5,113.1,0,0,1,1,30,0,0,100,0,86,0,85
"3348",754.5,110.6,0,0,1,1,26,1,0,97,2,87,0,100
"3349",771.5,120.9,0,0,1,1,27,1,0,99,0,100,0,79
"3350",749.5,106.6,0,0,1,1,42,1,2,97,0,100,0,100
"3351",813,115.4,0,0,1,1,23,1,0,97,2,88,0,100
"3352",731.5,110.3,0,0,1,1,40,4,0,94,1,100,0,100
"3353",687,106.7,0,0,1,1,69,4,0,96,0,100,0,83
"3354",790,120,0,0,1,1,26,1,0,99,0,100,0,88
"3355",792.5,110.9,0,0,1,1,47,3,2,95,0,100,0,98
"3356",785.5,122.7,0,0,1,1,29,1,0,98,0,100,0,84
"3357",770.5,119.4,0,0,1,1,31,9,0,86,1,48,0,92
"3358",748.5,94.7,0,0,1,1,50,4,0,95,1,82,0,100
"3359",782.5,120.2,0,0,1,1,28,1,0,99,0,100,0,91
"3360",855,140,0,0,1,1,7,85,0,15,0,100,0,94
"3361",701.5,104,0,0,1,1,23,9,0,91,0,0,0,100
"3362",867.5,123.3,0,1,1,1,5,5,0,91,2,0,0,82
"3363",802.5,105.6,0,0,1,1,53,2,0,96,1,100,0,100
"3364",825,154,0,1,1,1,0,98,0,2,0,100,0,75
"3365",822.5,97.3,0,1,1,1,58,2,0,98,0,60,0,98
"3366",717,118.3,0,0,1,1,33,1,0,98,1,47,0,100
"3367",854.5,124,0,1,1,1,6,1,1,90,3,0,0,77
"3368",786,127.2,0,1,1,1,26,5,1,77,13,72,0,58
"3369",NA,NA,0,0,1,1,NA,100,NA,NA,NA,0,0,NA
"3370",842.5,187.9,0,1,1,1,7,6,9,19,61,72,0,18
"3371",826,105.5,0,1,1,1,21,0,0,100,0,51,0,94
"3372",642.5,128.3,0,1,1,1,17,2,0,97,0,47,0,88
"3373",801,126,0,1,1,1,10,3,5,76,10,0,43,88
"3374",NA,NA,0,0,1,1,NA,100,NA,NA,NA,0,0,NA
"3375",784,105.2,0,1,1,1,64,0,0,99,1,100,0,96
"3376",771.5,113.6,0,0,1,1,43,1,2,90,4,100,0,100
"3377",NA,118.1,1,0,1,1,38,24,0,38,38,47,0,76
"3378",725,102.6,0,0,1,1,53,3,1,96,0,100,0,87
"3379",780,149,0,1,1,1,0,96,0,3,0,0,0,71
